district,rooms,size,level,max_levels,price,lat,lng
Mirobod,2,45.0,3,9,59000,41.3086111,69.2691667
Yunusobod,4,82.96,3,5,53000,41.3740552,69.3057436
Yakkasaroy,2,75.0,5,8,115000,41.2638329,69.2254764
Chilonzor,3,72.0,3,9,46000,41.260048,69.162198
Mirobod,3,80.0,1,4,79900,41.2991561,69.2785087
Mirzo Ulugbek,3,85.0,3,4,87000,41.3104865,69.2922234
Mirzo Ulugbek,4,119.0,2,7,190000,41.3239567,69.2232092
Chilonzor,2,58.0,9,9,47000,41.2573956,69.1959189
Uchtepa,3,73.0,6,9,37000,41.3239274,69.2143264
Uchtepa,2,58.0,3,9,33000,41.3239274,69.2143264
Uchtepa,2,60.0,8,9,35000,41.2978921,69.1804708
Uchtepa,4,85.0,3,5,63000,41.2978921,69.1804708
Mirzo Ulugbek,2,50.0,2,4,35500,41.3604641,69.3673417
Mirzo Ulugbek,3,100.0,4,8,76000,41.31512,69.3234929
Mirzo Ulugbek,3,70.0,4,5,44000,41.319567,69.3246635
Chilonzor,2,64.0,2,4,38000,41.260048,69.162198
Olmzor,3,72.0,2,4,41500,41.2807837,69.223683
Mirobod,1,32.0,4,4,29900,41.3035042,69.2680561
Mirzo Ulugbek,4,145.0,2,5,160000,41.3200874,69.3013967
Mirobod,4,92.0,5,5,60000,41.2499464,69.3016346
Yashnobod,2,62.0,9,9,35000,41.3146381,69.3228615
Yunusobod,4,92.0,2,5,68000,41.3750315,69.3160626
Mirobod,2,60.0,5,9,52000,41.2963881,69.276825
Yakkasaroy,3,94.0,8,8,96000,41.2877746,69.2612589
Sergeli,2,62.0,4,4,28000,41.2614743,69.2480426
Mirzo Ulugbek,3,100.0,6,6,84500,41.3173835,69.2948592
Yunusobod,4,90.0,2,4,48500,41.3683947,69.2646587
Chilonzor,4,110.0,2,9,63000,41.260048,69.162198
Yunusobod,4,111.0,4,9,139500,41.3270969,69.2739904
Mirobod,3,80.0,1,2,32000,41.2758912,69.2937133
Mirobod,3,65.0,1,4,64000,41.3117686,69.272947
Mirzo Ulugbek,3,70.0,1,1,33000,41.3475495,69.3875774
Yashnobod,3,65.0,1,2,30000,41.2712086,69.3295723
Mirzo Ulugbek,2,60.0,2,5,34700,41.3475495,69.3875774
Mirzo Ulugbek,2,37.0,2,9,17700,41.3542045,69.3845977
Yakkasaroy,4,90.0,5,5,45000,41.267694,69.242896
Mirzo Ulugbek,2,47.0,4,4,27500,41.3550649,69.3585936
Yashnobod,3,70.0,1,5,42000,41.286283,69.3235123
Yashnobod,3,93.0,3,4,57000,41.2922516,69.3419071
Yashnobod,2,66.0,5,5,33500,41.2922516,69.3419071
Chilonzor,2,42.0,1,4,32000,41.2855934,69.223683
Mirobod,4,147.0,3,12,132000,41.2910722,69.2769129
Yunusobod,3,68.0,3,4,35000,41.3777696,69.2922234
Mirobod,2,32.0,1,5,17500,41.2679301,69.294961
Mirzo Ulugbek,1,18.0,2,4,14000,41.319567,69.3246635
Mirzo Ulugbek,2,70.0,2,4,42900,41.3124784,69.3303798
Yashnobod,1,20.0,2,4,12498,41.3143203,69.2904293
Mirzo Ulugbek,1,17.0,2,4,17000,41.3292204,69.3473509
Yashnobod,1,14.0,1,1,10600,41.3143203,69.2904293
Mirzo Ulugbek,1,20.0,2,4,14000,41.314662,69.293391
Yakkasaroy,3,80.0,12,16,47500,41.2823082,69.2567896
Yunusobod,2,40.0,1,3,26000,41.3197131,69.2773236
Yashnobod,1,18.0,3,4,12300,41.3080076,69.3078679
Yashnobod,1,18.0,3,4,12500,41.3143203,69.2904293
Chilonzor,2,51.0,3,4,35999,41.2829686,69.2223058
Mirzo Ulugbek,3,75.0,4,5,56001,41.333139,69.3252798
Mirzo Ulugbek,5,110.0,2,5,85000,41.3318205,69.3644846
Mirobod,3,100.0,7,8,75000,41.2850116,69.2836951
Yunusobod,2,45.0,1,4,34800,41.3802576,69.3696992
Uchtepa,3,71.0,4,5,48600,41.2902787,69.1839655
Chilonzor,2,54.0,1,4,34000,41.2950648,69.2074731
Chilonzor,2,54.0,1,4,34000,41.2950648,69.2074731
Shayhontohur,4,96.0,9,12,65000,41.3162377,69.2312263
Yangihayot,3,56.0,5,7,42000,41.210633,69.2281531
Uchtepa,1,43.0,3,4,27000,41.2978921,69.1804708
Yunusobod,4,100.0,4,5,70000,41.3587493,69.2996732
Uchtepa,4,77.32,2,5,55000,41.2867929,69.1789807
Olmzor,3,67.53,5,5,33000,41.357531,69.2356033
Mirzo Ulugbek,4,113.0,5,8,67500,41.3169199,69.3279791
Mirzo Ulugbek,2,60.0,1,4,39000,41.3550649,69.3585936
Mirzo Ulugbek,2,60.0,6,9,34000,41.3292204,69.3473509
Uchtepa,2,42.0,4,5,28500,41.2953086,69.182706
Mirzo Ulugbek,2,58.0,4,4,33000,41.3550649,69.3585936
Mirzo Ulugbek,2,46.0,5,5,25000,41.3531944,69.3519255
Yakkasaroy,2,45.0,5,9,23000,41.2673079,69.2415634
Yakkasaroy,2,52.0,1,4,41000,41.270004,69.228478
Shayhontohur,3,91.0,4,9,120000,41.3365221,69.2824454
Shayhontohur,2,54.0,11,12,34000,41.3141622,69.2368973
Shayhontohur,2,48.0,3,5,41500,41.3365221,69.2824454
Yunusobod,3,43.31,1,4,45000,41.3653679,69.2773236
Shayhontohur,2,54.0,1,4,41500,41.3275402,69.2102725
Shayhontohur,1,24.0,1,4,29000,41.3275402,69.2102725
Chilonzor,4,130.0,2,5,107000,41.2798237,69.2058023
Yakkasaroy,1,33.0,4,5,31000,41.2818558,69.2552666
Yakkasaroy,1,33.0,4,5,31000,41.2818558,69.2552666
Uchtepa,4,100.0,8,9,58000,41.2814223,69.1760005
Chilonzor,4,84.0,4,5,56000,41.2885649,69.2290098
Mirzo Ulugbek,4,116.0,1,7,155000,41.3242397,69.2982672
Mirzo Ulugbek,2,50.0,4,4,33000,41.3550649,69.3585936
Mirzo Ulugbek,2,60.0,5,5,36000,41.34932,69.3860684
Chilonzor,1,40.0,4,9,34000,41.2948119,69.2087824
Mirzo Ulugbek,2,56.0,3,5,32000,41.3475495,69.3875774
Mirzo Ulugbek,2,62.5,5,5,36500,41.3375577,69.3726789
Mirzo Ulugbek,2,42.0,2,5,33500,41.3215876,69.3230626
Chilonzor,4,173.0,6,9,135000,41.2798237,69.2058023
Chilonzor,2,46.23,2,4,37000,41.2606228,69.1638237
Chilonzor,5,188.0,2,8,160000,41.2798237,69.2058023
Chilonzor,2,58.0,6,9,46000,41.2798237,69.2058023
Chilonzor,3,75.0,9,9,55000,41.259418,69.1804708
Uchtepa,2,45.0,5,5,31000,41.2771751,69.1789807
Uchtepa,3,78.0,4,4,52000,41.2797359,69.1670599
Uchtepa,2,57.0,4,5,39000,41.2797359,69.1670599
Uchtepa,2,54.0,4,5,37000,41.2797359,69.1670599
Uchtepa,4,75.0,5,5,45000,41.2814223,69.1760005
Uchtepa,4,92.0,1,4,57000,41.2814223,69.1760005
Chilonzor,3,64.0,4,4,49500,41.2857552,69.2117625
Chilonzor,3,69.0,2,4,55500,41.2916859,69.2177228
Chilonzor,4,75.0,2,4,51500,41.2916859,69.2177228
Chilonzor,4,80.0,5,5,55000,41.259418,69.1804708
Uchtepa,4,95.0,5,9,55000,41.2821153,69.1576663
Uchtepa,3,75.0,6,9,43999,41.281265,69.1879213
Mirobod,3,90.0,5,12,96000,41.295316,69.275364
Mirzo Ulugbek,4,100.0,9,9,105000,41.3104865,69.2922234
Uchtepa,3,72.0,7,9,43000,41.2978921,69.1804708
Mirzo Ulugbek,5,140.0,3,8,98000,41.3169199,69.3279791
Uchtepa,2,50.0,3,5,38500,41.2953086,69.182706
Yunusobod,3,103.0,4,4,160000,41.3245206,69.2773236
Uchtepa,3,78.0,5,5,38000,41.2814223,69.1760005
Olmzor,2,56.0,1,4,40000,41.2807837,69.223683
Uchtepa,2,48.0,5,5,25500,41.2895921,69.1820981
Olmzor,3,72.0,1,4,56000,41.363075,69.2363483
Mirobod,3,70.0,2,4,66000,41.296644,69.275878
Mirzo Ulugbek,4,76.0,2,4,79999,41.3292204,69.3473509
Chilonzor,1,42.0,6,9,22000,41.2950648,69.2074731
Mirobod,5,117.0,1,9,136000,41.2855152,69.2761613
Yunusobod,3,77.0,2,5,51000,41.3766361,69.2765786
Sergeli,2,62.0,4,4,28000,41.2614743,69.2480426
Yakkasaroy,3,80.0,2,3,45000,41.2911414,69.2601933
Olmzor,3,72.0,5,7,47000,41.3390184,69.2261213
Mirobod,4,100.0,3,4,105000,41.2983828,69.2730715
Mirzo Ulugbek,2,67.0,3,4,42200,41.3375577,69.3726789
Mirzo Ulugbek,2,62.0,5,5,36000,41.3239567,69.2232092
Yakkasaroy,4,150.0,7,7,112000,41.2986859,69.2595082
Mirzo Ulugbek,2,60.0,5,5,34000,41.3318205,69.3644846
Mirobod,3,66.0,4,4,67000,41.3060918,69.2906958
Shayhontohur,5,97.53,5,5,50000,41.3379756,69.1700401
Mirzo Ulugbek,3,95.0,5,5,50000,41.3427418,69.3875774
Mirzo Ulugbek,3,75.0,3,4,67000,41.3133669,69.3235746
Uchtepa,4,90.0,5,5,42500,41.2902787,69.1839655
Mirzo Ulugbek,4,92.0,3,5,62000,41.3292204,69.3473509
Mirzo Ulugbek,2,48.0,1,4,50000,41.3292204,69.3473509
Mirzo Ulugbek,4,86.0,9,9,38499,41.3322873,69.3734238
Mirzo Ulugbek,2,40.0,3,4,45500,41.3215876,69.3230626
Mirzo Ulugbek,5,100.0,4,4,46000,41.3550649,69.3585936
Mirzo Ulugbek,2,40.0,3,5,45500,41.3215876,69.3230626
Mirzo Ulugbek,2,53.0,2,4,45500,41.319567,69.3246635
Yunusobod,2,50.0,4,4,46500,41.3197131,69.2773236
Yunusobod,1,40.0,3,4,47000,41.3197131,69.2773236
Mirzo Ulugbek,2,64.0,4,5,35500,41.3427418,69.3875774
Mirzo Ulugbek,2,43.0,5,5,47500,41.3104865,69.2922234
Yashnobod,2,70.0,2,4,37000,41.294821,69.3659745
Mirzo Ulugbek,3,94.0,2,5,67000,41.3318205,69.3644846
Yunusobod,2,47.0,4,4,44000,41.3454697,69.2865609
Mirzo Ulugbek,5,100.0,4,4,48000,41.3550649,69.3585936
Mirzo Ulugbek,2,60.0,3,4,43500,41.3292204,69.3473509
Mirzo Ulugbek,4,78.0,1,4,51500,41.3550649,69.3585936
Mirzo Ulugbek,2,55.47,4,4,38000,41.3550649,69.3585936
Mirzo Ulugbek,2,60.0,4,9,55000,41.341996,69.341948
Yunusobod,2,54.0,2,3,35000,41.3245206,69.2773236
Sergeli,4,100.0,3,9,45000,41.1917977,69.2080374
Yunusobod,4,214.0,4,7,100000,41.3709551,69.307123
Mirobod,4,160.0,4,9,180000,41.295316,69.275364
Shayhontohur,3,72.0,1,5,57700,41.3255305,69.2550845
Mirzo Ulugbek,2,57.0,1,2,29500,41.3292204,69.3473509
Shayhontohur,2,60.0,8,9,38000,41.3141622,69.2368973
Yashnobod,4,141.0,2,8,87500,41.2805371,69.2127759
Yunusobod,2,50.0,4,4,33500,41.3653679,69.2773236
Mirzo Ulugbek,2,63.0,4,5,36000,41.3322873,69.3734238
Shayhontohur,2,84.0,3,4,69999,41.2834892,69.2665263
Yashnobod,2,58.5,3,6,23400,41.2694532,69.3531692
Chilonzor,1,38.0,4,4,23000,41.2694847,69.2108826
Yashnobod,1,38.0,4,4,26000,41.2922516,69.3419071
Mirobod,4,121.0,2,10,140000,41.295316,69.275364
Mirobod,1,30.0,1,2,23000,41.2758912,69.2937133
Mirobod,2,112.0,9,9,94000,41.3086111,69.2691667
Yunusobod,3,78.0,2,5,49000,41.3587493,69.2996732
Yashnobod,1,36.0,1,4,25000,41.2922516,69.3419071
Yakkasaroy,2,78.0,6,7,85000,41.2714311,69.2605146
Mirobod,4,100.0,7,9,105000,41.296644,69.275878
Mirobod,1,50.0,9,16,52000,41.2983828,69.2730715
Olmzor,2,75.0,1,9,38000,41.3645355,69.2281531
Uchtepa,3,73.0,4,9,48000,41.2978921,69.1804708
Yakkasaroy,4,86.0,2,4,68000,41.2986859,69.2595082
Yunusobod,2,50.0,2,4,41000,41.3653679,69.2773236
Mirzo Ulugbek,2,60.0,8,8,38000,41.3292204,69.3473509
Mirobod,2,100.0,9,9,15000,41.3086111,69.2691667
Yashnobod,2,53.0,7,9,44000,41.3108224,69.3341149
Chilonzor,3,72.0,6,9,63000,41.2573956,69.1959189
Uchtepa,1,40.0,1,5,25500,41.2814223,69.1760005
Sergeli,4,100.0,1,9,90000,41.2062435,69.2278644
Uchtepa,1,38.0,4,4,25500,41.2814223,69.1760005
Uchtepa,3,80.0,1,9,50000,41.2867929,69.1789807
Uchtepa,5,150.0,6,9,108000,41.2867929,69.1789807
Uchtepa,2,56.0,5,5,37000,41.2867929,69.1789807
Uchtepa,2,55.0,4,4,31500,41.2879715,69.1692951
Uchtepa,4,80.0,2,4,58000,41.2924208,69.1737654
Uchtepa,3,65.0,4,4,39500,41.2924208,69.1737654
Yakkasaroy,4,200.0,1,8,128000,41.2911414,69.2601933
Yunusobod,3,70.0,3,9,64000,41.3587493,69.2996732
Mirobod,2,68.0,4,9,55000,41.3060918,69.2906958
Chilonzor,5,108.0,2,4,54000,41.2606228,69.1638237
Mirobod,3,110.0,1,2,110000,41.2855755,69.2893379
Chilonzor,3,70.0,4,9,50000,41.2701173,69.1670599
Yunusobod,2,60.0,8,13,42000,41.3692799,69.2981832
Chilonzor,2,65.0,9,9,31500,41.2657122,69.1819609
Yashnobod,3,75.0,6,9,86000,41.3052221,69.2898134
Yunusobod,4,96.0,1,9,75000,41.3692799,69.2981832
Yunusobod,3,67.0,4,4,40000,41.3776023,69.3041431
Yakkasaroy,2,83.0,4,8,77000,41.2911414,69.2601933
Olmzor,2,58.0,6,8,42000,41.3305443,69.2347072
Chilonzor,1,37.0,3,4,26000,41.259418,69.1804708
Mirobod,5,112.0,6,9,90000,41.295316,69.275364
Mirobod,3,85.0,3,9,82999,41.295316,69.275364
Chilonzor,3,98.0,2,7,71000,41.2710841,69.1849411
Chilonzor,2,63.0,8,9,50000,41.2710841,69.1849411
Chilonzor,2,47.0,2,4,33000,41.2729489,69.1916465
Chilonzor,1,39.0,4,4,23000,41.2729489,69.1916465
Chilonzor,2,60.0,5,9,50000,41.271386,69.1961168
Mirzo Ulugbek,1,22.0,2,3,15000,41.3380839,69.3789461
Uchtepa,4,100.0,5,5,44000,41.2953086,69.182706
Mirobod,3,78.0,2,4,76000,41.2983828,69.2730715
Uchtepa,1,40.0,2,5,30500,41.2953086,69.182706
Uchtepa,3,67.0,1,4,45000,41.2962523,69.1909015
Mirobod,3,70.0,4,4,58500,41.2981824,69.2837907
Uchtepa,4,91.0,4,4,52500,41.2902787,69.1839655
Uchtepa,3,76.0,3,4,51000,41.2902787,69.1839655
Uchtepa,3,63.0,4,4,35500,41.2902787,69.1839655
Uchtepa,3,70.0,1,4,63000,41.2902787,69.1839655
Uchtepa,2,70.0,4,5,40000,41.2902787,69.1839655
Mirobod,4,208.0,7,8,208000,41.3086111,69.2691667
Uchtepa,3,65.0,3,4,51000,41.2770171,69.1909015
Mirobod,3,110.0,4,6,295000,41.295316,69.275364
Yashnobod,4,86.0,3,4,78000,41.2960584,69.3160808
Mirobod,3,115.0,8,9,87000,41.2843902,69.2585422
Mirzo Ulugbek,3,100.0,2,6,110000,41.3242397,69.2982672
Yunusobod,2,50.0,2,3,35500,41.325724,69.2942285
Chilonzor,2,58.0,6,9,45500,41.3102239,69.2411909
Olmzor,3,91.0,2,7,37000,41.3654815,69.2042191
Mirobod,3,182.0,4,7,250000,41.2758912,69.2937133
Chilonzor,3,93.0,7,9,50562,41.2788539,69.2177163
Mirzo Ulugbek,3,80.0,5,5,39000,41.3292204,69.3473509
Mirzo Ulugbek,2,50.0,1,4,30000,41.3606566,69.3548004
Mirzo Ulugbek,2,40.0,1,3,26000,41.3373845,69.329196
Mirzo Ulugbek,2,60.0,2,4,36000,41.3550649,69.3585936
Mirzo Ulugbek,2,45.0,1,4,36000,41.3292204,69.3473509
Yunusobod,3,74.0,5,5,40500,41.3615759,69.2747161
Mirzo Ulugbek,2,40.0,5,5,31500,41.3215876,69.3230626
Yashnobod,3,80.0,6,9,80000,41.3052026,69.2856753
Uchtepa,1,34.0,4,4,22000,41.2770171,69.1909015
Chilonzor,2,67.0,1,6,46000,41.2829494,69.1968618
Chilonzor,4,115.0,5,6,89000,41.2829494,69.1968618
Chilonzor,3,111.0,5,6,85000,41.2829494,69.1968618
Chilonzor,2,48.0,4,4,35000,41.2907835,69.2361597
Mirzo Ulugbek,3,78.0,5,5,39000,41.3292204,69.3473509
Chilonzor,3,68.0,4,4,45000,41.2901628,69.1968618
Yakkasaroy,3,75.0,6,9,80000,41.2758912,69.2937133
Mirzo Ulugbek,2,44.0,3,4,31000,41.3550649,69.3585936
Yunusobod,3,90.0,4,4,55000,41.3298867,69.2803036
Mirzo Ulugbek,2,60.0,6,9,34000,41.3292204,69.3473509
Mirzo Ulugbek,2,43.0,1,4,30500,41.3171406,69.2892434
Uchtepa,2,45.0,4,5,28500,41.2953086,69.182706
Yunusobod,3,70.0,3,9,41000,41.3667092,69.3101029
Mirzo Ulugbek,3,72.0,5,5,45000,41.322142,69.303611
Chilonzor,3,70.0,3,4,52000,41.2894422,69.2058023
Chilonzor,3,68.0,2,4,53000,41.2894422,69.2058023
Chilonzor,2,42.0,4,4,31000,41.2894422,69.2058023
Chilonzor,1,30.0,3,4,28500,41.2894422,69.2058023
Mirzo Ulugbek,3,95.0,5,5,50000,41.3427418,69.3875774
Yunusobod,1,28.0,3,5,25000,41.3802576,69.3696992
Yunusobod,2,52.0,3,4,33000,41.3716355,69.2691287
Mirzo Ulugbek,2,43.0,4,4,28500,41.3292204,69.3473509
Yunusobod,4,100.0,8,9,53000,41.3714709,69.2810486
Mirzo Ulugbek,2,50.0,5,5,35000,41.3215876,69.3230626
Yunusobod,2,50.0,4,4,32000,41.3716355,69.2691287
Yunusobod,2,58.0,3,9,34000,41.3825869,69.3019081
Mirzo Ulugbek,2,55.0,5,5,35000,41.3215876,69.3230626
Yunusobod,3,78.0,4,5,43000,41.3804352,69.2840285
Yunusobod,2,50.0,4,4,33500,41.3776023,69.3041431
Yunusobod,4,85.0,3,4,57000,41.3653679,69.2773236
Yunusobod,3,78.0,5,5,43000,41.374408,69.2771853
Mirzo Ulugbek,2,50.0,2,4,35500,41.3196336,69.2985928
Yunusobod,3,76.0,4,4,41000,41.3683947,69.2646587
Yunusobod,4,100.0,7,9,53000,41.374408,69.2771853
Yunusobod,4,86.0,3,5,55000,41.3776023,69.3041431
Yakkasaroy,3,85.0,3,4,90000,41.2986859,69.2595082
Yunusobod,2,54.0,2,3,29000,41.369675,69.293694
Yunusobod,2,57.0,2,2,24000,41.3507755,69.2873919
Mirzo Ulugbek,4,93.0,3,4,56700,41.3604641,69.3673417
Yunusobod,5,110.0,3,9,68000,41.3714709,69.2810486
Mirobod,2,45.0,2,9,37000,41.2930698,69.2830443
Yakkasaroy,2,54.0,5,5,35500,41.2697288,69.2512486
Shayhontohur,2,60.0,3,4,42000,41.3275402,69.2102725
Yunusobod,3,78.0,6,9,45000,41.374408,69.2771853
Yakkasaroy,3,85.0,3,4,85000,41.2986859,69.2595082
Yunusobod,4,100.0,4,9,60000,41.3804352,69.2840285
Yunusobod,3,78.0,3,5,59500,41.374408,69.2771853
Mirzo Ulugbek,4,78.0,1,5,49994,41.3606566,69.3548004
Yunusobod,1,38.0,3,4,48499,41.3197131,69.2773236
Yunusobod,2,60.0,9,9,50000,41.3197131,69.2773236
Mirzo Ulugbek,2,50.0,3,4,51500,41.322142,69.303611
Yunusobod,2,62.0,9,9,52000,41.3188889,69.2844444
Mirzo Ulugbek,2,61.0,9,9,56500,41.3104865,69.2922234
Mirzo Ulugbek,1,45.0,5,18,57000,41.3171406,69.2892434
Mirzo Ulugbek,3,77.0,4,4,65500,41.3171406,69.2892434
Yunusobod,3,68.0,3,4,68000,41.3245206,69.2773236
Mirzo Ulugbek,3,73.0,4,4,68000,41.322142,69.303611
Yunusobod,2,60.0,1,9,70500,41.3298867,69.2803036
Yunusobod,4,83.0,2,4,71000,41.3197131,69.2773236
Yunusobod,4,87.0,3,4,72500,41.3197131,69.2773236
Yunusobod,3,80.0,2,4,72500,41.3197131,69.2773236
Mirzo Ulugbek,3,70.0,1,4,72500,41.3104865,69.2922234
Yunusobod,4,90.0,2,4,78000,41.3197131,69.2773236
Yunusobod,4,88.0,4,4,78000,41.3298867,69.2803036
Mirzo Ulugbek,3,73.0,4,4,78000,41.3104865,69.2922234
Yunusobod,4,82.0,3,4,81000,41.3298867,69.2803036
Mirzo Ulugbek,2,42.0,2,4,81000,41.3104865,69.2922234
Mirzo Ulugbek,3,100.0,6,6,84000,41.3200874,69.3013967
Mirzo Ulugbek,4,110.0,3,9,88000,41.3104865,69.2922234
Mirzo Ulugbek,3,80.0,3,4,111000,41.3104865,69.2922234
Yunusobod,4,80.0,3,4,94000,41.3197131,69.2773236
Mirzo Ulugbek,3,90.0,5,5,50000,41.3326551,69.3689542
Yashnobod,3,75.0,8,9,40000,41.3146381,69.3228615
Mirzo Ulugbek,3,70.0,5,5,46500,41.322142,69.303611
Mirobod,3,65.0,4,4,38500,41.2788072,69.3057451
Mirzo Ulugbek,5,100.0,4,4,48000,41.3550649,69.3585936
Chilonzor,2,53.0,1,4,41500,41.2916859,69.2177228
Yunusobod,3,80.0,4,4,62000,41.3245206,69.2773236
Chilonzor,2,63.0,5,9,39500,41.2894422,69.2058023
Chilonzor,2,56.0,5,12,38500,41.2916859,69.2177228
Yashnobod,2,70.0,2,4,37000,41.292043,69.3607599
Chilonzor,2,45.0,2,4,35000,41.3112269,69.2701272
Yunusobod,3,70.0,4,4,46200,41.3776023,69.3041431
Yunusobod,4,92.0,5,5,41500,41.374408,69.2771853
Shayhontohur,3,80.0,2,8,86000,41.3289182,69.2527386
Olmzor,2,52.0,1,5,35000,41.3693776,69.1986902
Mirobod,4,100.0,2,4,110000,41.2799769,69.3049768
Yashnobod,2,97.0,6,8,155000,41.3052026,69.2856753
Chilonzor,1,29.0,3,4,30000,41.2753331,69.2052868
Mirobod,2,115.0,7,8,160000,41.2758912,69.2937133
Mirzo Ulugbek,4,120.0,5,5,100000,41.3200874,69.3013967
Mirzo Ulugbek,2,60.0,3,4,102000,41.3104865,69.2922234
Mirobod,4,112.0,4,9,87000,41.295316,69.275364
Shayhontohur,3,96.0,4,7,110000,41.3333453,69.2475235
Mirzo Ulugbek,2,56.0,1,2,35000,41.3462538,69.3323894
Yunusobod,1,33.0,2,4,24300,41.3507755,69.2873919
Chilonzor,1,29.0,3,4,30000,41.2950648,69.2074731
Uchtepa,2,60.0,1,9,28000,41.2937955,69.1730881
Chilonzor,2,45.0,2,4,37000,41.2948119,69.2087824
Mirobod,1,42.0,7,9,45000,41.2930698,69.2830443
Mirobod,2,65.0,4,9,80000,41.2983828,69.2730715
Chilonzor,4,80.0,5,5,52000,41.2916859,69.2177228
Mirobod,3,65.0,3,4,65000,41.2890324,69.2729933
Chilonzor,3,96.0,2,9,65000,41.2573956,69.1959189
Yashnobod,2,60.0,4,5,70000,41.3052221,69.2898134
Yunusobod,1,50.0,7,9,37500,41.3245206,69.2773236
Mirzo Ulugbek,5,200.0,1,5,195000,41.3163152,69.3020656
Mirobod,2,61.0,6,9,52000,41.295316,69.275364
Uchtepa,3,74.0,6,9,43200,41.2867929,69.1789807
Chilonzor,3,96.0,2,4,85000,41.2916859,69.2177228
Chilonzor,3,90.0,10,12,63000,41.2916859,69.2177228
Chilonzor,2,52.0,1,4,41000,41.2916859,69.2177228
Chilonzor,5,140.0,4,9,120000,41.2916859,69.2177228
Chilonzor,2,52.0,1,4,40000,41.2837307,69.2169777
Chilonzor,3,97.0,1,4,130000,41.2855934,69.223683
Mirobod,4,180.0,4,7,210000,41.2991561,69.2785087
Chilonzor,2,45.0,4,4,37500,41.2855934,69.223683
Mirobod,3,80.0,2,4,80000,41.3086111,69.2691667
Chilonzor,3,56.0,4,4,44500,41.2807837,69.223683
Mirobod,1,40.0,3,4,59500,41.3086111,69.2691667
Chilonzor,2,50.0,2,4,42500,41.2807837,69.223683
Olmzor,2,70.0,5,7,43000,41.2994958,69.2400734
Chilonzor,1,29.0,1,4,26500,41.2807837,69.223683
Chilonzor,3,62.0,2,4,47000,41.2807837,69.223683
Mirobod,3,75.0,7,9,65000,41.2968147,69.268476
Yashnobod,2,87.0,4,6,39150,41.2694532,69.3531692
Chilonzor,2,64.0,4,4,42200,41.2847707,69.2288981
Chilonzor,3,67.0,4,4,46000,41.2902787,69.1839655
Mirobod,4,119.0,6,9,84500,41.295316,69.275364
Chilonzor,3,75.0,7,9,69000,41.2948119,69.2087824
Yashnobod,3,84.0,6,6,33600,41.2694532,69.3531692
Chilonzor,3,97.0,1,4,130000,41.2855934,69.223683
Mirobod,4,180.0,4,7,210000,41.2991561,69.2785087
Chilonzor,2,45.0,4,4,37500,41.2855934,69.223683
Mirobod,3,80.0,2,4,80000,41.3086111,69.2691667
Chilonzor,3,56.0,4,4,44500,41.2807837,69.223683
Mirobod,1,40.0,3,4,59500,41.3086111,69.2691667
Chilonzor,2,50.0,2,4,42500,41.2807837,69.223683
Olmzor,2,70.0,5,7,43000,41.2994958,69.2400734
Chilonzor,1,29.0,1,4,26500,41.2807837,69.223683
Chilonzor,3,62.0,2,4,47000,41.2807837,69.223683
Mirobod,3,75.0,7,9,65000,41.2968147,69.268476
Yashnobod,2,87.0,4,6,39150,41.2694532,69.3531692
Chilonzor,2,64.0,4,4,42200,41.2847707,69.2288981
Chilonzor,3,67.0,4,4,46000,41.2902787,69.1839655
Mirobod,4,119.0,6,9,84500,41.295316,69.275364
Chilonzor,3,75.0,7,9,69000,41.2948119,69.2087824
Yashnobod,3,84.0,6,6,33600,41.2694532,69.3531692
Olmzor,5,96.0,4,4,51000,41.2807837,69.223683
Yunusobod,2,60.0,7,9,63000,41.3653679,69.2773236
Chilonzor,3,111.0,5,6,80000,41.2829494,69.1968618
Olmzor,3,102.0,2,7,74970,41.3461242,69.2037311
Shayhontohur,3,75.0,12,12,36000,41.3141622,69.2368973
Chilonzor,3,110.0,4,5,100000,41.2894422,69.2058023
Chilonzor,2,68.0,4,6,68000,41.2894422,69.2058023
Uchtepa,4,107.0,1,2,60000,41.2821153,69.1576663
Uchtepa,4,100.0,9,9,50000,41.2821153,69.1576663
Sergeli,3,78.0,1,5,49200,41.246917,69.2899884
Uchtepa,4,98.0,5,9,60700,41.2821153,69.1576663
Yunusobod,2,43.0,1,2,24000,41.3802576,69.3696992
Uchtepa,3,92.0,6,9,60000,41.3178861,69.1566894
Mirzo Ulugbek,3,86.0,9,9,44000,41.3322873,69.3734238
Chilonzor,3,60.0,4,5,47000,41.259418,69.1804708
Mirzo Ulugbek,4,132.0,4,5,87000,41.3239567,69.2232092
Mirzo Ulugbek,2,48.0,4,4,29500,41.3576548,69.3675816
Chilonzor,3,90.0,5,9,52000,41.3112269,69.2701272
Chilonzor,3,68.0,8,9,37500,41.3112269,69.2701272
Uchtepa,2,48.0,2,4,40000,41.2978921,69.1804708
Yashnobod,2,64.0,7,9,57000,41.3108224,69.3341149
Chilonzor,3,92.0,5,9,98000,41.2573956,69.1959189
Yakkasaroy,4,90.0,3,4,89999,41.2933182,69.245305
Uchtepa,4,88.0,5,5,45000,41.290141,69.1871763
Mirzo Ulugbek,3,83.0,6,16,83000,41.3129727,69.3438785
Mirzo Ulugbek,1,38.0,3,4,22000,41.3292204,69.3473509
Chilonzor,3,68.0,2,4,44000,41.262065,69.2072923
Uchtepa,4,95.0,2,9,70000,41.2814223,69.1760005
